dispatch_date,Vandalism/Criminal Mischief,DISTRICT_,Robbery Firearm,Thefts,Other Assaults,Theft from Vehicle,Fraud,Aggravated Assault No Firearm,Burglary Non-Residential,Forgery and Counterfeiting,Disorderly Conduct,Burglary Residential,All Other Offenses,Aggravated Assault Firearm,Robbery No Firearm,Narcotic / Drug Law Violations,Vagrancy/Loitering,Other Sex Offenses (Not Commercialized),Arson,Rape,Liquor Law Violations,Weapon Violations,Embezzlement,Public Drunkenness,Prostitution and Commercialized Vice,Receiving Stolen Property,Offenses Against Family and Children,Gambling Violations,DRIVING UNDER THE INFLUENCE,Recovered Stolen Motor Vehicle,Motor Vehicle Theft,Homicide - Criminal,Homicide - Criminal ,Homicide - Justifiable ,Homicide - Gross Negligence
2006-11-30,1950,0,533.0,1759,2160,1541,788,576.0,170.0,51.0,430.0,779.0,3607,212.0,521.0,1173.0,59.0,135.0,53.0,70.0,51.0,196.0,44.0,17.0,91.0,9.0,8.0,14.0,403.0,1050,791.0,25.0,4.0,2.0,0.0
2006-12-31,1882,0,473.0,1815,2119,1522,745,527.0,202.0,44.0,363.0,776.0,3456,248.0,483.0,1209.0,49.0,143.0,51.0,89.0,27.0,182.0,47.0,21.0,95.0,14.0,11.0,2.0,458.0,958,742.0,26.0,3.0,0.0,0.0
2007-01-31,1722,0,471.0,1705,2162,1396,815,441.0,200.0,59.0,359.0,808.0,3166,241.0,510.0,1225.0,52.0,143.0,46.0,72.0,31.0,203.0,56.0,16.0,146.0,11.0,16.0,9.0,383.0,1004,734.0,24.0,6.0,3.0,0.0
2007-02-28,1311,0,298.0,1308,1847,985,671,394.0,131.0,53.0,305.0,540.0,2635,182.0,343.0,1039.0,37.0,120.0,36.0,75.0,26.0,160.0,32.0,16.0,80.0,4.0,14.0,6.0,375.0,801,619.0,22.0,6.0,1.0,0.0
2007-03-31,1781,0,294.0,1619,2429,1364,811,568.0,161.0,55.0,419.0,602.0,3637,230.0,439.0,1302.0,51.0,155.0,51.0,105.0,52.0,208.0,27.0,26.0,118.0,7.0,11.0,13.0,487.0,904,699.0,36.0,3.0,2.0,0.0
2007-04-30,1943,0,328.0,1679,2322,1516,867,557.0,208.0,54.0,348.0,637.0,3877,234.0,412.0,1224.0,28.0,153.0,49.0,72.0,47.0,172.0,50.0,19.0,100.0,12.0,15.0,10.0,517.0,942,651.0,28.0,5.0,1.0,0.0
2007-05-31,1959,0,372.0,1888,2636,1672,882,659.0,245.0,68.0,447.0,760.0,3834,282.0,484.0,1295.0,47.0,177.0,75.0,110.0,67.0,174.0,43.0,24.0,124.0,7.0,14.0,21.0,433.0,1026,529.0,24.0,2.0,4.0,1.0
2007-06-30,1975,0,344.0,1925,2233,1544,844,631.0,218.0,62.0,324.0,686.0,3572,273.0,488.0,1176.0,50.0,148.0,45.0,81.0,84.0,129.0,45.0,16.0,121.0,8.0,12.0,16.0,430.0,1059,563.0,36.0,5.0,0.0,0.0
2007-07-31,2103,0,454.0,2026,2157,1507,870,620.0,251.0,70.0,339.0,781.0,4205,300.0,480.0,1244.0,51.0,132.0,56.0,90.0,69.0,121.0,39.0,15.0,83.0,3.0,24.0,10.0,397.0,1283,491.0,32.0,7.0,3.0,0.0
2007-08-31,1980,0,403.0,1979,1979,1536,916,555.0,237.0,53.0,312.0,782.0,4451,252.0,460.0,1341.0,60.0,141.0,73.0,74.0,94.0,112.0,43.0,24.0,108.0,13.0,19.0,18.0,389.0,1294,509.0,23.0,8.0,1.0,0.0
2007-09-30,1861,0,401.0,1831,2193,1409,888,585.0,233.0,59.0,331.0,716.0,3605,285.0,451.0,1303.0,37.0,115.0,58.0,96.0,72.0,167.0,55.0,30.0,99.0,3.0,28.0,12.0,504.0,1126,463.0,21.0,7.0,2.0,0.0
2007-10-31,1944,0,402.0,1976,2463,1581,885,587.0,225.0,69.0,352.0,759.0,3140,215.0,516.0,1360.0,36.0,168.0,48.0,100.0,29.0,176.0,55.0,31.0,84.0,10.0,34.0,12.0,425.0,1088,500.0,25.0,5.0,3.0,0.0
2007-11-30,1775,0,397.0,1687,1956,1563,844,455.0,281.0,52.0,334.0,775.0,2694,187.0,450.0,1173.0,44.0,142.0,40.0,79.0,31.0,150.0,41.0,37.0,125.0,5.0,29.0,7.0,520.0,1020,468.0,27.0,3.0,1.0,0.0
2007-12-31,1754,0,357.0,1650,1997,1592,807,477.0,216.0,60.0,272.0,794.0,3022,177.0,435.0,1247.0,56.0,115.0,35.0,87.0,32.0,167.0,70.0,22.0,93.0,2.0,10.0,8.0,556.0,1015,485.0,17.0,3.0,1.0,0.0
2008-01-31,1797,0,354.0,1642,2106,1583,864,495.0,203.0,61.0,389.0,847.0,2914,177.0,428.0,1437.0,74.0,106.0,66.0,70.0,41.0,198.0,46.0,35.0,139.0,8.0,13.0,7.0,460.0,1107,308.0,19.0,5.0,0.0,0.0
2008-02-29,1459,0,281.0,1561,1935,1300,808,478.0,159.0,51.0,378.0,677.0,3005,159.0,380.0,1350.0,60.0,142.0,46.0,84.0,41.0,173.0,34.0,35.0,100.0,7.0,18.0,10.0,521.0,902,248.0,18.0,4.0,0.0,0.0
2008-03-31,1869,0,278.0,1734,2279,1374,912,549.0,209.0,42.0,376.0,763.0,4022,199.0,429.0,1523.0,54.0,139.0,61.0,85.0,92.0,180.0,40.0,57.0,98.0,8.0,17.0,5.0,581.0,985,277.0,19.0,6.0,0.0,0.0
2008-04-30,1833,0,308.0,1822,2536,1515,941,573.0,222.0,51.0,411.0,769.0,3647,230.0,445.0,1549.0,90.0,132.0,67.0,87.0,112.0,182.0,41.0,50.0,149.0,8.0,12.0,17.0,530.0,946,278.0,24.0,5.0,0.0,0.0
2008-05-31,1776,0,348.0,1875,2322,1406,853,605.0,164.0,59.0,403.0,833.0,3477,208.0,413.0,1408.0,70.0,125.0,49.0,83.0,128.0,184.0,40.0,41.0,101.0,9.0,9.0,6.0,534.0,934,297.0,20.0,6.0,0.0,0.0
2008-06-30,1777,0,311.0,2284,2243,1408,948,713.0,197.0,33.0,326.0,802.0,4396,254.0,461.0,1292.0,62.0,131.0,59.0,90.0,108.0,124.0,40.0,35.0,122.0,12.0,21.0,23.0,479.0,1055,292.0,32.0,1.0,0.0,0.0
2008-07-31,1908,0,312.0,2186,2131,1518,943,680.0,237.0,50.0,404.0,976.0,4792,274.0,480.0,1287.0,60.0,139.0,67.0,112.0,51.0,114.0,49.0,48.0,108.0,11.0,14.0,11.0,418.0,993,326.0,20.0,4.0,0.0,0.0
2008-08-31,1826,0,358.0,2262,2081,1420,920,659.0,281.0,60.0,352.0,993.0,4913,263.0,443.0,1416.0,48.0,142.0,65.0,108.0,51.0,123.0,47.0,37.0,135.0,10.0,16.0,20.0,510.0,1064,323.0,26.0,3.0,0.0,0.0
2008-09-30,1595,0,347.0,2076,2161,1516,940,612.0,259.0,48.0,404.0,914.0,2806,258.0,492.0,1181.0,50.0,117.0,60.0,83.0,40.0,152.0,35.0,42.0,115.0,4.0,23.0,7.0,458.0,1031,282.0,26.0,5.0,0.0,0.0
2008-10-31,1928,0,443.0,2022,2141,1579,849,643.0,229.0,59.0,420.0,882.0,2748,249.0,489.0,1161.0,62.0,110.0,62.0,84.0,44.0,164.0,42.0,25.0,100.0,8.0,12.0,10.0,487.0,1009,252.0,30.0,8.0,0.0,0.0
2008-11-30,1567,0,428.0,1812,1868,1440,778,488.0,259.0,45.0,306.0,866.0,2455,192.0,468.0,1151.0,68.0,105.0,42.0,69.0,30.0,150.0,45.0,26.0,66.0,5.0,13.0,7.0,574.0,1018,184.0,18.0,4.0,0.0,0.0
2008-12-31,1489,0,433.0,1843,1756,1382,883,546.0,234.0,55.0,286.0,901.0,2628,221.0,457.0,1173.0,59.0,148.0,40.0,83.0,19.0,172.0,38.0,22.0,85.0,6.0,16.0,2.0,623.0,1018,169.0,25.0,4.0,0.0,0.0
2009-01-31,1342,0,417.0,1594,1724,1152,870,446.0,172.0,46.0,287.0,804.0,2714,199.0,421.0,1225.0,60.0,101.0,45.0,74.0,13.0,146.0,48.0,32.0,74.0,9.0,13.0,0.0,565.0,909,145.0,12.0,5.0,0.0,1.0
2009-02-28,1218,0,270.0,1407,1663,1115,829,402.0,120.0,60.0,352.0,563.0,2776,165.0,345.0,1152.0,82.0,101.0,39.0,77.0,35.0,115.0,25.0,31.0,70.0,2.0,9.0,7.0,502.0,775,141.0,20.0,5.0,0.0,0.0
2009-03-31,1566,0,259.0,1738,2185,1255,910,572.0,121.0,38.0,435.0,562.0,3525,173.0,398.0,1411.0,92.0,123.0,42.0,75.0,67.0,146.0,37.0,45.0,113.0,7.0,16.0,5.0,536.0,860,135.0,17.0,6.0,0.0,0.0
2009-04-30,1563,0,266.0,1742,2156,1209,850,571.0,130.0,54.0,420.0,663.0,4017,194.0,443.0,1407.0,82.0,116.0,40.0,58.0,83.0,127.0,27.0,44.0,77.0,5.0,24.0,10.0,512.0,812,142.0,18.0,5.0,0.0,0.0
2009-05-31,1652,0,307.0,1913,2416,1340,818,621.0,156.0,46.0,447.0,691.0,3691,214.0,448.0,1330.0,76.0,159.0,35.0,84.0,77.0,157.0,50.0,38.0,77.0,2.0,21.0,12.0,509.0,887,185.0,21.0,4.0,0.0,0.0
2009-06-30,1643,0,311.0,1995,2214,1358,803,573.0,176.0,34.0,394.0,661.0,4023,209.0,401.0,1382.0,104.0,123.0,36.0,84.0,36.0,136.0,33.0,34.0,111.0,2.0,20.0,10.0,439.0,817,205.0,22.0,5.0,0.0,0.0
2009-07-31,1738,0,270.0,2082,2147,1268,809,643.0,178.0,46.0,347.0,759.0,4210,252.0,455.0,1316.0,106.0,118.0,39.0,68.0,48.0,123.0,32.0,50.0,56.0,8.0,20.0,20.0,449.0,945,208.0,23.0,4.0,0.0,0.0
2009-08-31,1850,0,379.0,2089,2056,1532,742,603.0,177.0,39.0,291.0,879.0,4170,232.0,475.0,1281.0,93.0,120.0,32.0,84.0,85.0,94.0,42.0,50.0,36.0,6.0,15.0,14.0,406.0,855,221.0,20.0,8.0,0.0,0.0
2009-09-30,1495,0,351.0,2040,2057,1371,744,552.0,311.0,51.0,405.0,782.0,2817,215.0,470.0,1243.0,122.0,103.0,47.0,73.0,58.0,150.0,24.0,42.0,35.0,7.0,7.0,5.0,388.0,814,220.0,22.0,4.0,0.0,0.0
2009-10-31,1543,0,351.0,1997,2119,1464,833,509.0,245.0,68.0,452.0,822.0,2549,202.0,425.0,1182.0,95.0,120.0,37.0,87.0,49.0,144.0,44.0,52.0,64.0,10.0,10.0,11.0,472.0,844,229.0,22.0,7.0,0.0,0.0
2009-11-30,1451,0,344.0,1742,1893,1450,828,453.0,195.0,46.0,370.0,810.0,2495,171.0,422.0,1146.0,82.0,126.0,43.0,80.0,44.0,127.0,30.0,40.0,117.0,2.0,6.0,4.0,485.0,768,254.0,24.0,5.0,0.0,0.0
2009-12-31,1276,0,362.0,1804,1697,1171,832,454.0,234.0,53.0,273.0,708.0,2316,178.0,404.0,1007.0,59.0,131.0,44.0,72.0,13.0,154.0,38.0,33.0,82.0,3.0,9.0,1.0,420.0,624,269.0,18.0,3.0,0.0,0.0
2010-01-31,1343,0,295.0,1695,1884,1220,779,452.0,206.0,46.0,370.0,705.0,2506,196.0,408.0,1223.0,79.0,101.0,42.0,60.0,49.0,144.0,26.0,37.0,85.0,6.0,5.0,3.0,468.0,473,478.0,13.0,7.0,0.0,0.0
2010-02-28,1054,0,193.0,1299,1633,836,686,363.0,113.0,33.0,219.0,406.0,2407,134.0,271.0,1028.0,44.0,83.0,26.0,47.0,19.0,93.0,22.0,33.0,53.0,2.0,10.0,4.0,371.0,269,312.0,14.0,5.0,0.0,0.0
2010-03-31,1480,0,231.0,1679,2269,1327,791,519.0,122.0,57.0,405.0,699.0,2953,192.0,368.0,1293.0,90.0,129.0,36.0,80.0,27.0,162.0,27.0,48.0,102.0,7.0,15.0,4.0,528.0,422,459.0,26.0,6.0,0.0,0.0
2010-04-30,1510,0,277.0,1867,2250,1376,759,595.0,162.0,60.0,385.0,640.0,3009,215.0,414.0,1299.0,137.0,135.0,34.0,74.0,51.0,151.0,32.0,42.0,106.0,6.0,8.0,9.0,506.0,386,444.0,20.0,3.0,0.0,0.0
2010-05-31,1543,0,297.0,2011,2368,1566,776,612.0,194.0,63.0,437.0,713.0,3555,260.0,412.0,1256.0,91.0,132.0,49.0,97.0,121.0,130.0,21.0,49.0,78.0,4.0,16.0,10.0,490.0,437,541.0,23.0,2.0,0.0,0.0
2010-06-30,1565,0,238.0,2105,2143,1582,770,597.0,194.0,63.0,371.0,798.0,3768,222.0,398.0,1206.0,106.0,119.0,50.0,86.0,57.0,121.0,46.0,46.0,92.0,5.0,7.0,6.0,372.0,434,513.0,20.0,9.0,0.0,0.0
2010-07-31,1635,0,340.0,2159,2015,1621,780,596.0,198.0,50.0,393.0,766.0,4111,243.0,449.0,1213.0,75.0,129.0,33.0,81.0,56.0,138.0,28.0,46.0,73.0,1.0,13.0,12.0,383.0,466,581.0,27.0,5.0,0.0,0.0
2010-08-31,1760,0,357.0,2181,2042,1650,782,578.0,181.0,52.0,371.0,849.0,4281,229.0,433.0,1255.0,60.0,109.0,49.0,85.0,54.0,89.0,40.0,48.0,53.0,4.0,16.0,2.0,428.0,495,634.0,21.0,5.0,0.0,0.0
2010-09-30,1523,0,291.0,2024,2092,1665,777,550.0,167.0,37.0,391.0,821.0,2655,296.0,417.0,1066.0,60.0,121.0,27.0,89.0,67.0,164.0,26.0,54.0,62.0,7.0,17.0,9.0,397.0,442,595.0,32.0,5.0,0.0,0.0
2010-10-31,1674,0,356.0,2119,2107,1619,684,534.0,177.0,37.0,418.0,814.0,2453,191.0,459.0,1200.0,82.0,120.0,30.0,62.0,73.0,188.0,29.0,41.0,67.0,5.0,10.0,2.0,420.0,467,646.0,17.0,6.0,0.0,0.0
2010-11-30,1489,0,369.0,1897,1943,1411,719,507.0,153.0,43.0,336.0,815.0,2322,195.0,405.0,1138.0,65.0,123.0,41.0,104.0,44.0,151.0,37.0,41.0,128.0,5.0,14.0,8.0,467.0,475,636.0,7.0,7.0,0.0,0.0
2010-12-31,1213,0,278.0,1717,1692,1231,713,455.0,175.0,30.0,252.0,725.0,1731,155.0,382.0,986.0,41.0,124.0,35.0,56.0,38.0,135.0,36.0,34.0,136.0,7.0,16.0,2.0,418.0,428,632.0,17.0,4.0,0.0,0.0
2011-01-31,1176,0,264.0,1585,1799,1282,686,462.0,187.0,36.0,209.0,680.0,1835,160.0,338.0,1022.0,27.0,95.0,38.0,77.0,14.0,145.0,21.0,33.0,82.0,4.0,7.0,2.0,435.0,421,568.0,24.0,10.0,0.0,0.0
2011-02-28,1182,0,195.0,1474,1815,1064,813,419.0,163.0,24.0,294.0,635.0,2210,133.0,328.0,1134.0,34.0,93.0,34.0,41.0,53.0,133.0,35.0,46.0,78.0,3.0,11.0,4.0,514.0,395,429.0,25.0,9.0,0.0,0.0
2011-03-31,1369,0,230.0,1711,2540,1256,933,537.0,135.0,53.0,345.0,762.0,2761,179.0,326.0,1303.0,52.0,149.0,39.0,68.0,80.0,162.0,36.0,56.0,89.0,5.0,17.0,5.0,512.0,447,519.0,17.0,1.0,0.0,0.0
2011-04-30,1474,0,271.0,1808,2290,1321,838,657.0,163.0,38.0,315.0,706.0,3055,198.0,369.0,1245.0,56.0,134.0,48.0,66.0,65.0,132.0,25.0,50.0,87.0,1.0,10.0,4.0,502.0,432,534.0,17.0,3.0,0.0,0.0
2011-05-31,1417,0,286.0,2175,2472,1413,780,646.0,174.0,42.0,332.0,750.0,3021,184.0,436.0,1108.0,78.0,126.0,30.0,61.0,53.0,151.0,26.0,57.0,99.0,8.0,24.0,5.0,453.0,440,556.0,19.0,5.0,0.0,0.0
2011-06-30,1525,0,275.0,2299,2347,1377,834,595.0,213.0,54.0,295.0,824.0,3548,211.0,429.0,1064.0,68.0,126.0,36.0,71.0,48.0,119.0,34.0,50.0,81.0,5.0,7.0,10.0,401.0,408,514.0,25.0,7.0,0.0,0.0
2011-07-31,1671,0,291.0,2301,2169,1450,718,640.0,163.0,42.0,265.0,895.0,3457,229.0,409.0,1094.0,45.0,124.0,41.0,87.0,35.0,84.0,37.0,43.0,90.0,10.0,15.0,4.0,364.0,473,649.0,27.0,7.0,0.0,0.0
2011-08-31,1567,0,332.0,2196,2061,1436,829,527.0,223.0,30.0,240.0,980.0,3683,216.0,399.0,1096.0,60.0,145.0,35.0,66.0,24.0,101.0,31.0,37.0,102.0,13.0,5.0,1.0,343.0,496,621.0,12.0,6.0,0.0,0.0
2011-09-30,1413,0,373.0,2229,2189,1456,712,542.0,187.0,28.0,299.0,915.0,2554,267.0,395.0,1143.0,67.0,111.0,64.0,75.0,58.0,145.0,33.0,46.0,105.0,10.0,10.0,7.0,375.0,513,647.0,32.0,4.0,0.0,0.0
2011-10-31,1475,0,340.0,2029,2153,1449,741,499.0,157.0,31.0,272.0,980.0,2161,222.0,374.0,980.0,68.0,118.0,56.0,75.0,44.0,143.0,32.0,31.0,76.0,7.0,6.0,9.0,338.0,509,645.0,30.0,3.0,0.0,0.0
2011-11-30,1499,0,360.0,1988,2070,1398,627,437.0,185.0,42.0,209.0,905.0,2077,209.0,399.0,856.0,43.0,147.0,59.0,69.0,18.0,167.0,30.0,26.0,92.0,3.0,6.0,2.0,390.0,436,562.0,19.0,3.0,0.0,0.0
2011-12-31,1404,0,364.0,1973,1925,1290,681,453.0,165.0,39.0,204.0,885.0,1852,208.0,409.0,888.0,40.0,143.0,62.0,75.0,14.0,172.0,44.0,21.0,95.0,6.0,10.0,1.0,394.0,410,557.0,21.0,5.0,0.0,0.0
2012-01-31,1329,0,282.0,1876,2008,1071,732,453.0,183.0,24.0,324.0,897.0,2634,191.0,375.0,931.0,49.0,126.0,59.0,59.0,19.0,164.0,40.0,28.0,80.0,3.0,9.0,4.0,437.0,492,461.0,25.0,5.0,0.0,0.0
2012-02-29,1169,0,226.0,1633,2004,1059,775,470.0,126.0,22.0,361.0,672.0,3194,167.0,314.0,969.0,58.0,113.0,51.0,77.0,42.0,140.0,20.0,44.0,91.0,5.0,16.0,2.0,454.0,419,379.0,18.0,2.0,0.0,0.0
2012-03-31,1487,0,216.0,1876,2325,1028,926,500.0,144.0,30.0,385.0,733.0,3502,207.0,360.0,996.0,37.0,158.0,61.0,84.0,37.0,151.0,20.0,35.0,109.0,2.0,16.0,4.0,441.0,503,231.0,25.0,8.0,0.0,0.0
2012-04-30,1513,0,239.0,2023,2077,1143,763,516.0,153.0,16.0,364.0,731.0,3579,210.0,400.0,1020.0,39.0,119.0,47.0,70.0,41.0,119.0,29.0,42.0,91.0,2.0,18.0,4.0,422.0,625,223.0,19.0,2.0,0.0,0.0
2012-05-31,1577,0,291.0,2204,2485,1155,741,595.0,164.0,15.0,374.0,764.0,3662,218.0,361.0,1093.0,35.0,184.0,63.0,88.0,37.0,145.0,41.0,33.0,133.0,6.0,18.0,14.0,386.0,632,239.0,36.0,8.0,0.0,0.0
2012-06-30,1439,0,247.0,2155,2211,1132,771,605.0,239.0,28.0,347.0,762.0,3954,209.0,376.0,978.0,27.0,149.0,50.0,77.0,118.0,102.0,35.0,31.0,125.0,3.0,17.0,5.0,366.0,724,236.0,21.0,9.0,0.0,1.0
2012-07-31,1532,0,314.0,2146,2127,1133,832,619.0,196.0,22.0,326.0,834.0,3731,243.0,431.0,941.0,29.0,142.0,43.0,95.0,51.0,106.0,35.0,16.0,118.0,3.0,12.0,7.0,342.0,815,249.0,20.0,3.0,0.0,0.0
2012-08-31,1515,0,314.0,2335,2062,1277,741,558.0,270.0,25.0,320.0,915.0,3645,267.0,446.0,1034.0,36.0,130.0,51.0,72.0,55.0,103.0,28.0,24.0,129.0,11.0,11.0,3.0,297.0,701,282.0,26.0,1.0,0.0,0.0
2012-09-30,1405,0,342.0,2399,2068,1280,767,547.0,155.0,15.0,292.0,912.0,3103,195.0,418.0,1025.0,16.0,115.0,31.0,74.0,63.0,115.0,28.0,43.0,97.0,9.0,13.0,6.0,400.0,650,234.0,24.0,2.0,0.0,0.0
2012-10-31,1362,0,313.0,2202,2042,1250,728,500.0,259.0,21.0,330.0,919.0,3153,177.0,410.0,1099.0,42.0,146.0,59.0,71.0,77.0,129.0,27.0,32.0,106.0,12.0,9.0,7.0,360.0,628,203.0,22.0,4.0,0.0,0.0
2012-11-30,1207,0,306.0,1939,1734,1187,727,429.0,202.0,24.0,276.0,828.0,2480,158.0,354.0,947.0,39.0,119.0,41.0,67.0,24.0,126.0,28.0,26.0,67.0,4.0,8.0,2.0,395.0,587,180.0,16.0,1.0,0.0,0.0
2012-12-31,1214,0,300.0,1912,1867,1137,697,435.0,151.0,22.0,258.0,794.0,2478,181.0,340.0,838.0,26.0,121.0,36.0,56.0,18.0,127.0,22.0,20.0,89.0,5.0,15.0,5.0,408.0,613,167.0,25.0,7.0,0.0,0.0
2013-01-31,1182,0,268.0,1816,1871,919,679,408.0,137.0,15.0,283.0,810.0,2568,187.0,337.0,1042.0,26.0,88.0,37.0,88.0,20.0,151.0,28.0,34.0,84.0,6.0,8.0,5.0,412.0,611,186.0,16.0,4.0,0.0,1.0
2013-02-28,1017,0,198.0,1460,1687,811,678,390.0,159.0,20.0,267.0,649.0,2473,117.0,294.0,995.0,17.0,79.0,35.0,94.0,25.0,140.0,29.0,25.0,76.0,8.0,11.0,10.0,370.0,524,163.0,10.0,3.0,0.0,0.0
2013-03-31,1147,0,193.0,1673,1944,858,810,490.0,145.0,26.0,294.0,667.0,3649,184.0,365.0,995.0,33.0,96.0,39.0,90.0,35.0,116.0,31.0,28.0,120.0,4.0,13.0,5.0,438.0,568,160.0,17.0,2.0,0.0,0.0
2013-04-30,1247,0,217.0,1871,2137,947,774,495.0,104.0,23.0,284.0,684.0,3363,209.0,362.0,1093.0,31.0,111.0,40.0,130.0,29.0,133.0,28.0,29.0,86.0,8.0,10.0,3.0,384.0,582,141.0,20.0,7.0,0.0,0.0
2013-05-31,1329,0,288.0,2134,2261,1098,724,516.0,126.0,21.0,303.0,673.0,3916,219.0,378.0,1115.0,23.0,106.0,32.0,113.0,33.0,131.0,30.0,36.0,137.0,5.0,13.0,8.0,373.0,624,167.0,16.0,3.0,0.0,0.0
2013-06-30,1326,0,265.0,2185,2036,1194,765,510.0,133.0,22.0,236.0,770.0,3992,198.0,356.0,999.0,37.0,97.0,38.0,111.0,40.0,107.0,24.0,28.0,110.0,5.0,10.0,2.0,330.0,617,197.0,13.0,2.0,0.0,0.0
2013-07-31,1358,0,217.0,2432,1876,1281,770,547.0,141.0,12.0,269.0,799.0,4270,186.0,367.0,909.0,9.0,80.0,36.0,129.0,23.0,91.0,50.0,20.0,81.0,6.0,8.0,5.0,305.0,665,210.0,24.0,2.0,0.0,0.0
2013-08-31,1501,0,271.0,2365,1919,1403,773,500.0,176.0,27.0,243.0,796.0,3954,226.0,450.0,1027.0,5.0,99.0,34.0,107.0,62.0,108.0,38.0,26.0,110.0,6.0,14.0,3.0,354.0,641,229.0,17.0,3.0,0.0,0.0
2013-09-30,1261,0,260.0,2129,2032,1317,678,521.0,167.0,16.0,236.0,755.0,3304,189.0,403.0,921.0,5.0,96.0,39.0,90.0,47.0,124.0,22.0,27.0,105.0,2.0,16.0,4.0,300.0,660,227.0,18.0,6.0,0.0,0.0
2013-10-31,1291,0,285.0,2229,2051,1283,842,464.0,162.0,18.0,289.0,694.0,3295,205.0,428.0,1092.0,10.0,103.0,51.0,132.0,50.0,127.0,35.0,28.0,110.0,5.0,10.0,1.0,330.0,705,245.0,16.0,3.0,0.0,0.0
2013-11-30,1138,0,333.0,1942,1843,1059,727,464.0,136.0,13.0,217.0,662.0,2847,163.0,391.0,834.0,6.0,89.0,49.0,95.0,38.0,104.0,28.0,49.0,87.0,1.0,11.0,2.0,338.0,595,198.0,13.0,3.0,0.0,6.0
2013-12-31,1070,0,303.0,1676,1613,1076,722,404.0,140.0,27.0,194.0,696.0,2333,153.0,306.0,699.0,6.0,92.0,36.0,101.0,18.0,109.0,38.0,26.0,36.0,6.0,21.0,4.0,362.0,612,192.0,17.0,5.0,0.0,0.0
2014-01-31,1079,0,302.0,1556,1622,881,659,336.0,90.0,16.0,190.0,680.0,2130,139.0,337.0,760.0,16.0,84.0,27.0,89.0,9.0,107.0,26.0,18.0,55.0,3.0,7.0,1.0,312.0,590,169.0,25.0,1.0,0.0,0.0
2014-02-28,818,0,168.0,1423,1509,699,642,333.0,113.0,12.0,168.0,493.0,2287,136.0,271.0,788.0,12.0,79.0,26.0,87.0,15.0,122.0,28.0,32.0,52.0,6.0,7.0,3.0,318.0,490,96.0,16.0,3.0,0.0,0.0
2014-03-31,1110,0,173.0,1680,1940,907,754,454.0,103.0,13.0,256.0,572.0,3073,186.0,286.0,908.0,13.0,94.0,45.0,86.0,33.0,111.0,27.0,33.0,91.0,2.0,16.0,3.0,377.0,646,137.0,15.0,2.0,0.0,0.0
2014-04-30,1322,0,225.0,1820,2048,1068,902,420.0,109.0,23.0,257.0,594.0,3809,178.0,328.0,977.0,19.0,100.0,24.0,100.0,39.0,150.0,24.0,38.0,108.0,3.0,15.0,1.0,305.0,649,167.0,9.0,1.0,0.0,0.0
2014-05-31,1390,0,243.0,2289,2210,1209,862,514.0,328.0,18.0,249.0,656.0,4055,237.0,359.0,922.0,12.0,86.0,45.0,109.0,27.0,171.0,39.0,34.0,110.0,4.0,18.0,1.0,330.0,670,164.0,21.0,3.0,0.0,0.0
2014-06-30,1435,0,237.0,2300,2126,1205,872,561.0,129.0,34.0,240.0,686.0,3812,184.0,353.0,910.0,5.0,68.0,33.0,105.0,31.0,125.0,34.0,35.0,148.0,4.0,11.0,1.0,261.0,651,202.0,19.0,2.0,0.0,0.0
2014-07-31,1415,0,261.0,2388,2004,1257,895,500.0,270.0,18.0,206.0,750.0,4667,178.0,354.0,879.0,23.0,89.0,28.0,105.0,28.0,93.0,35.0,46.0,161.0,9.0,27.0,12.0,311.0,744,233.0,17.0,9.0,0.0,0.0
2014-08-31,1393,0,250.0,2325,1840,1188,832,546.0,165.0,35.0,253.0,749.0,3978,196.0,315.0,828.0,19.0,74.0,42.0,101.0,15.0,114.0,37.0,36.0,125.0,4.0,9.0,2.0,322.0,753,241.0,18.0,8.0,0.0,0.0
2014-09-30,1257,0,244.0,2184,2005,1145,1167,470.0,144.0,20.0,352.0,646.0,3961,173.0,331.0,826.0,52.0,80.0,26.0,113.0,35.0,129.0,39.0,48.0,140.0,4.0,11.0,6.0,318.0,676,191.0,25.0,1.0,0.0,0.0
2014-10-31,1350,0,291.0,2270,2154,1346,1335,459.0,184.0,32.0,346.0,752.0,3818,169.0,343.0,760.0,98.0,104.0,41.0,116.0,21.0,136.0,40.0,49.0,163.0,3.0,17.0,10.0,331.0,684,220.0,19.0,3.0,0.0,0.0
2014-11-30,1165,0,275.0,1863,1772,1167,1163,412.0,96.0,24.0,340.0,571.0,3190,141.0,315.0,571.0,110.0,80.0,35.0,88.0,27.0,103.0,28.0,49.0,121.0,2.0,6.0,5.0,371.0,596,177.0,9.0,8.0,0.0,0.0
2014-12-31,1213,0,365.0,1939,1893,1146,1146,410.0,139.0,25.0,235.0,658.0,2402,148.0,321.0,497.0,63.0,91.0,29.0,117.0,17.0,88.0,43.0,35.0,103.0,4.0,7.0,1.0,333.0,552,168.0,14.0,5.0,0.0,1.0
2015-01-31,1077,0,297.0,1736,1709,925,1045,351.0,123.0,22.0,251.0,641.0,2648,138.0,301.0,622.0,101.0,78.0,30.0,100.0,14.0,121.0,41.0,37.0,130.0,3.0,8.0,0.0,343.0,530,186.0,24.0,2.0,0.0,0.0
