ds,values,district,type,model,DISTRICT_
2010-01-31,768.0,dist_18,Time Series,prophet,18
2010-02-28,586.0,dist_18,Time Series,prophet,18
2010-03-31,797.0,dist_18,Time Series,prophet,18
2010-04-30,834.0,dist_18,Time Series,prophet,18
2010-05-31,893.0,dist_18,Time Series,prophet,18
2010-06-30,818.0,dist_18,Time Series,prophet,18
2010-07-31,918.0,dist_18,Time Series,prophet,18
2010-08-31,921.0,dist_18,Time Series,prophet,18
2010-09-30,865.0,dist_18,Time Series,prophet,18
2010-10-31,928.0,dist_18,Time Series,prophet,18
2010-11-30,830.0,dist_18,Time Series,prophet,18
2010-12-31,654.0,dist_18,Time Series,prophet,18
2011-01-31,602.0,dist_18,Time Series,prophet,18
2011-02-28,648.0,dist_18,Time Series,prophet,18
2011-03-31,731.0,dist_18,Time Series,prophet,18
2011-04-30,859.0,dist_18,Time Series,prophet,18
2011-05-31,761.0,dist_18,Time Series,prophet,18
2011-06-30,867.0,dist_18,Time Series,prophet,18
2011-07-31,809.0,dist_18,Time Series,prophet,18
2011-08-31,836.0,dist_18,Time Series,prophet,18
2011-09-30,760.0,dist_18,Time Series,prophet,18
2011-10-31,737.0,dist_18,Time Series,prophet,18
2011-11-30,736.0,dist_18,Time Series,prophet,18
2011-12-31,685.0,dist_18,Time Series,prophet,18
2012-01-31,667.0,dist_18,Time Series,prophet,18
2012-02-29,573.0,dist_18,Time Series,prophet,18
2012-03-31,636.0,dist_18,Time Series,prophet,18
2012-04-30,785.0,dist_18,Time Series,prophet,18
2012-05-31,780.0,dist_18,Time Series,prophet,18
2012-06-30,721.0,dist_18,Time Series,prophet,18
2012-07-31,775.0,dist_18,Time Series,prophet,18
2012-08-31,691.0,dist_18,Time Series,prophet,18
2012-09-30,682.0,dist_18,Time Series,prophet,18
2012-10-31,745.0,dist_18,Time Series,prophet,18
2012-11-30,569.0,dist_18,Time Series,prophet,18
2012-12-31,599.0,dist_18,Time Series,prophet,18
2013-01-31,707.0,dist_18,Time Series,prophet,18
2013-02-28,582.0,dist_18,Time Series,prophet,18
2013-03-31,710.0,dist_18,Time Series,prophet,18
2013-04-30,737.0,dist_18,Time Series,prophet,18
2013-05-31,896.0,dist_18,Time Series,prophet,18
2013-06-30,789.0,dist_18,Time Series,prophet,18
2013-07-31,802.0,dist_18,Time Series,prophet,18
2013-08-31,870.0,dist_18,Time Series,prophet,18
2013-09-30,766.0,dist_18,Time Series,prophet,18
2013-10-31,819.0,dist_18,Time Series,prophet,18
2013-11-30,717.0,dist_18,Time Series,prophet,18
2013-12-31,627.0,dist_18,Time Series,prophet,18
2014-01-31,579.0,dist_18,Time Series,prophet,18
2014-02-28,554.0,dist_18,Time Series,prophet,18
2014-03-31,733.0,dist_18,Time Series,prophet,18
2014-04-30,788.0,dist_18,Time Series,prophet,18
2014-05-31,885.0,dist_18,Time Series,prophet,18
2014-06-30,802.0,dist_18,Time Series,prophet,18
2014-07-31,957.0,dist_18,Time Series,prophet,18
2014-08-31,835.0,dist_18,Time Series,prophet,18
2014-09-30,940.0,dist_18,Time Series,prophet,18
2014-10-31,964.0,dist_18,Time Series,prophet,18
2014-11-30,769.0,dist_18,Time Series,prophet,18
2014-12-31,724.0,dist_18,Time Series,prophet,18
2015-01-31,789.0,dist_18,Time Series,prophet,18
2015-02-28,608.0,dist_18,Time Series,prophet,18
2015-03-31,781.0,dist_18,Time Series,prophet,18
2015-04-30,923.0,dist_18,Time Series,prophet,18
2015-05-31,851.0,dist_18,Time Series,prophet,18
2015-06-30,907.0,dist_18,Time Series,prophet,18
2015-07-31,1078.0,dist_18,Time Series,prophet,18
2015-08-31,1068.0,dist_18,Time Series,prophet,18
2015-09-30,872.0,dist_18,Time Series,prophet,18
2015-10-31,859.0,dist_18,Time Series,prophet,18
2015-11-30,692.0,dist_18,Time Series,prophet,18
2015-12-31,771.0,dist_18,Time Series,prophet,18
2016-01-31,598.0,dist_18,Time Series,prophet,18
2016-02-29,579.0,dist_18,Time Series,prophet,18
2016-03-31,729.0,dist_18,Time Series,prophet,18
2016-04-30,830.0,dist_18,Time Series,prophet,18
2016-05-31,843.0,dist_18,Time Series,prophet,18
2016-06-30,817.0,dist_18,Time Series,prophet,18
2016-07-31,686.0,dist_18,Time Series,prophet,18
2016-08-31,829.0,dist_18,Time Series,prophet,18
2016-09-30,774.0,dist_18,Time Series,prophet,18
2016-10-31,859.0,dist_18,Time Series,prophet,18
2016-11-30,702.0,dist_18,Time Series,prophet,18
2016-12-31,695.0,dist_18,Time Series,prophet,18
2017-01-31,714.0,dist_18,Time Series,prophet,18
2017-02-28,624.0,dist_18,Time Series,prophet,18
2017-03-31,654.0,dist_18,Time Series,prophet,18
2017-04-30,749.0,dist_18,Time Series,prophet,18
2017-05-31,722.0,dist_18,Time Series,prophet,18
2017-06-30,731.0,dist_18,Time Series,prophet,18
2017-07-31,747.0,dist_18,Time Series,prophet,18
2017-08-31,743.0,dist_18,Time Series,prophet,18
2017-09-30,729.0,dist_18,Time Series,prophet,18
2017-10-31,779.0,dist_18,Time Series,prophet,18
2017-11-30,628.0,dist_18,Time Series,prophet,18
2017-12-31,597.0,dist_18,Time Series,prophet,18
2018-01-31,666.0,dist_18,Time Series,prophet,18
2018-02-28,587.0,dist_18,Time Series,prophet,18
2018-03-31,621.0,dist_18,Time Series,prophet,18
2018-04-30,840.0,dist_18,Time Series,prophet,18
2018-05-31,837.0,dist_18,Time Series,prophet,18
2018-06-30,709.0,dist_18,Time Series,prophet,18
2018-07-31,817.0,dist_18,Time Series,prophet,18
2018-08-31,836.0,dist_18,Time Series,prophet,18
2018-09-30,787.0,dist_18,Time Series,prophet,18
2018-10-31,872.0,dist_18,Time Series,prophet,18
2018-11-30,656.0,dist_18,Time Series,prophet,18
2018-12-31,622.0,dist_18,Time Series,prophet,18
2019-01-31,630.0,dist_18,Time Series,prophet,18
2019-02-28,647.0,dist_18,Time Series,prophet,18
2019-03-31,633.0,dist_18,Time Series,prophet,18
2019-04-30,703.0,dist_18,Time Series,prophet,18
2006-01-31,62.0,dist_77,Time Series,prophet,77
2006-02-28,52.0,dist_77,Time Series,prophet,77
2006-03-31,61.0,dist_77,Time Series,prophet,77
2006-04-30,49.0,dist_77,Time Series,prophet,77
2006-05-31,62.0,dist_77,Time Series,prophet,77
2006-06-30,68.0,dist_77,Time Series,prophet,77
2006-07-31,62.0,dist_77,Time Series,prophet,77
2006-08-31,69.0,dist_77,Time Series,prophet,77
2006-09-30,71.0,dist_77,Time Series,prophet,77
2006-10-31,68.0,dist_77,Time Series,prophet,77
2006-11-30,50.0,dist_77,Time Series,prophet,77
2006-12-31,78.0,dist_77,Time Series,prophet,77
2007-01-31,65.0,dist_77,Time Series,prophet,77
2007-02-28,46.0,dist_77,Time Series,prophet,77
2007-03-31,73.0,dist_77,Time Series,prophet,77
2007-04-30,72.0,dist_77,Time Series,prophet,77
2007-05-31,69.0,dist_77,Time Series,prophet,77
2007-06-30,54.0,dist_77,Time Series,prophet,77
2007-07-31,81.0,dist_77,Time Series,prophet,77
2007-08-31,73.0,dist_77,Time Series,prophet,77
2007-09-30,54.0,dist_77,Time Series,prophet,77
2007-10-31,78.0,dist_77,Time Series,prophet,77
2007-11-30,66.0,dist_77,Time Series,prophet,77
2007-12-31,80.0,dist_77,Time Series,prophet,77
2008-01-31,60.0,dist_77,Time Series,prophet,77
2008-02-29,58.0,dist_77,Time Series,prophet,77
2008-03-31,58.0,dist_77,Time Series,prophet,77
2008-04-30,71.0,dist_77,Time Series,prophet,77
2008-05-31,70.0,dist_77,Time Series,prophet,77
2008-06-30,65.0,dist_77,Time Series,prophet,77
2008-07-31,72.0,dist_77,Time Series,prophet,77
2008-08-31,78.0,dist_77,Time Series,prophet,77
2008-09-30,70.0,dist_77,Time Series,prophet,77
2008-10-31,46.0,dist_77,Time Series,prophet,77
2008-11-30,57.0,dist_77,Time Series,prophet,77
2008-12-31,56.0,dist_77,Time Series,prophet,77
2009-01-31,61.0,dist_77,Time Series,prophet,77
2009-02-28,41.0,dist_77,Time Series,prophet,77
2009-03-31,43.0,dist_77,Time Series,prophet,77
2009-04-30,40.0,dist_77,Time Series,prophet,77
2009-05-31,54.0,dist_77,Time Series,prophet,77
2009-06-30,44.0,dist_77,Time Series,prophet,77
2009-07-31,58.0,dist_77,Time Series,prophet,77
2009-08-31,51.0,dist_77,Time Series,prophet,77
2009-09-30,58.0,dist_77,Time Series,prophet,77
2009-10-31,51.0,dist_77,Time Series,prophet,77
2009-11-30,41.0,dist_77,Time Series,prophet,77
2009-12-31,52.0,dist_77,Time Series,prophet,77
2010-01-31,45.0,dist_77,Time Series,prophet,77
2010-02-28,29.0,dist_77,Time Series,prophet,77
2010-03-31,64.0,dist_77,Time Series,prophet,77
2010-04-30,48.0,dist_77,Time Series,prophet,77
2010-05-31,31.0,dist_77,Time Series,prophet,77
2010-06-30,49.0,dist_77,Time Series,prophet,77
2010-07-31,56.0,dist_77,Time Series,prophet,77
2010-08-31,56.0,dist_77,Time Series,prophet,77
2010-09-30,47.0,dist_77,Time Series,prophet,77
2010-10-31,38.0,dist_77,Time Series,prophet,77
2010-11-30,43.0,dist_77,Time Series,prophet,77
2010-12-31,55.0,dist_77,Time Series,prophet,77
2011-01-31,54.0,dist_77,Time Series,prophet,77
2011-02-28,42.0,dist_77,Time Series,prophet,77
2011-03-31,49.0,dist_77,Time Series,prophet,77
2011-04-30,52.0,dist_77,Time Series,prophet,77
2011-05-31,72.0,dist_77,Time Series,prophet,77
2011-06-30,55.0,dist_77,Time Series,prophet,77
2011-07-31,69.0,dist_77,Time Series,prophet,77
2011-08-31,64.0,dist_77,Time Series,prophet,77
2011-09-30,45.0,dist_77,Time Series,prophet,77
2011-10-31,40.0,dist_77,Time Series,prophet,77
2011-11-30,53.0,dist_77,Time Series,prophet,77
2011-12-31,52.0,dist_77,Time Series,prophet,77
2012-01-31,71.0,dist_77,Time Series,prophet,77
2012-02-29,53.0,dist_77,Time Series,prophet,77
2012-03-31,41.0,dist_77,Time Series,prophet,77
2012-04-30,46.0,dist_77,Time Series,prophet,77
2012-05-31,67.0,dist_77,Time Series,prophet,77
2012-06-30,48.0,dist_77,Time Series,prophet,77
2012-07-31,62.0,dist_77,Time Series,prophet,77
2012-08-31,49.0,dist_77,Time Series,prophet,77
2012-09-30,49.0,dist_77,Time Series,prophet,77
2012-10-31,51.0,dist_77,Time Series,prophet,77
2012-11-30,47.0,dist_77,Time Series,prophet,77
2012-12-31,67.0,dist_77,Time Series,prophet,77
2013-01-31,57.0,dist_77,Time Series,prophet,77
2013-02-28,36.0,dist_77,Time Series,prophet,77
2013-03-31,59.0,dist_77,Time Series,prophet,77
2013-04-30,36.0,dist_77,Time Series,prophet,77
2013-05-31,52.0,dist_77,Time Series,prophet,77
2013-06-30,58.0,dist_77,Time Series,prophet,77
2013-07-31,85.0,dist_77,Time Series,prophet,77
2013-08-31,63.0,dist_77,Time Series,prophet,77
2013-09-30,62.0,dist_77,Time Series,prophet,77
2013-10-31,56.0,dist_77,Time Series,prophet,77
2013-11-30,56.0,dist_77,Time Series,prophet,77
2013-12-31,63.0,dist_77,Time Series,prophet,77
2014-01-31,57.0,dist_77,Time Series,prophet,77
2014-02-28,50.0,dist_77,Time Series,prophet,77
2014-03-31,46.0,dist_77,Time Series,prophet,77
2014-04-30,65.0,dist_77,Time Series,prophet,77
2014-05-31,78.0,dist_77,Time Series,prophet,77
2014-06-30,84.0,dist_77,Time Series,prophet,77
2014-07-31,94.0,dist_77,Time Series,prophet,77
2014-08-31,88.0,dist_77,Time Series,prophet,77
2014-09-30,56.0,dist_77,Time Series,prophet,77
2014-10-31,54.0,dist_77,Time Series,prophet,77
2014-11-30,59.0,dist_77,Time Series,prophet,77
2014-12-31,60.0,dist_77,Time Series,prophet,77
2015-01-31,52.0,dist_77,Time Series,prophet,77
2015-02-28,58.0,dist_77,Time Series,prophet,77
2015-03-31,64.0,dist_77,Time Series,prophet,77
2015-04-30,50.0,dist_77,Time Series,prophet,77
2015-05-31,66.0,dist_77,Time Series,prophet,77
2015-06-30,59.0,dist_77,Time Series,prophet,77
2015-07-31,70.0,dist_77,Time Series,prophet,77
2015-08-31,62.0,dist_77,Time Series,prophet,77
2015-09-30,52.0,dist_77,Time Series,prophet,77
2015-10-31,55.0,dist_77,Time Series,prophet,77
2015-11-30,48.0,dist_77,Time Series,prophet,77
2015-12-31,49.0,dist_77,Time Series,prophet,77
2016-01-31,57.0,dist_77,Time Series,prophet,77
2016-02-29,70.0,dist_77,Time Series,prophet,77
2016-03-31,52.0,dist_77,Time Series,prophet,77
2016-04-30,60.0,dist_77,Time Series,prophet,77
2016-05-31,62.0,dist_77,Time Series,prophet,77
2016-06-30,62.0,dist_77,Time Series,prophet,77
2016-07-31,77.0,dist_77,Time Series,prophet,77
2016-08-31,79.0,dist_77,Time Series,prophet,77
2016-09-30,59.0,dist_77,Time Series,prophet,77
2016-10-31,70.0,dist_77,Time Series,prophet,77
2016-11-30,44.0,dist_77,Time Series,prophet,77
2016-12-31,47.0,dist_77,Time Series,prophet,77
2017-01-31,56.0,dist_77,Time Series,prophet,77
2017-02-28,39.0,dist_77,Time Series,prophet,77
2017-03-31,63.0,dist_77,Time Series,prophet,77
2017-04-30,58.0,dist_77,Time Series,prophet,77
2017-05-31,35.0,dist_77,Time Series,prophet,77
2017-06-30,78.0,dist_77,Time Series,prophet,77
2017-07-31,70.0,dist_77,Time Series,prophet,77
2017-08-31,65.0,dist_77,Time Series,prophet,77
2017-09-30,51.0,dist_77,Time Series,prophet,77
2017-10-31,55.0,dist_77,Time Series,prophet,77
2017-11-30,37.0,dist_77,Time Series,prophet,77
2017-12-31,39.0,dist_77,Time Series,prophet,77
2018-01-31,63.0,dist_77,Time Series,prophet,77
2018-02-28,46.0,dist_77,Time Series,prophet,77
2018-03-31,46.0,dist_77,Time Series,prophet,77
2018-04-30,59.0,dist_77,Time Series,prophet,77
2018-05-31,45.0,dist_77,Time Series,prophet,77
2018-06-30,55.0,dist_77,Time Series,prophet,77
2018-07-31,70.0,dist_77,Time Series,prophet,77
2018-08-31,51.0,dist_77,Time Series,prophet,77
2018-09-30,53.0,dist_77,Time Series,prophet,77
2018-10-31,70.0,dist_77,Time Series,prophet,77
2018-11-30,54.0,dist_77,Time Series,prophet,77
2018-12-31,46.0,dist_77,Time Series,prophet,77
2019-01-31,56.0,dist_77,Time Series,prophet,77
2019-02-28,46.0,dist_77,Time Series,prophet,77
2019-03-31,49.0,dist_77,Time Series,prophet,77
2019-04-30,56.0,dist_77,Time Series,prophet,77
2006-01-31,468.0,dist_3,Time Series,prophet,3
2006-02-28,444.0,dist_3,Time Series,prophet,3
2006-03-31,533.0,dist_3,Time Series,prophet,3
2006-04-30,565.0,dist_3,Time Series,prophet,3
2006-05-31,509.0,dist_3,Time Series,prophet,3
2006-06-30,569.0,dist_3,Time Series,prophet,3
2006-07-31,786.0,dist_3,Time Series,prophet,3
2006-08-31,838.0,dist_3,Time Series,prophet,3
2006-09-30,450.0,dist_3,Time Series,prophet,3
2006-10-31,498.0,dist_3,Time Series,prophet,3
2006-11-30,518.0,dist_3,Time Series,prophet,3
2006-12-31,467.0,dist_3,Time Series,prophet,3
2007-01-31,421.0,dist_3,Time Series,prophet,3
2007-02-28,302.0,dist_3,Time Series,prophet,3
2007-03-31,407.0,dist_3,Time Series,prophet,3
2007-04-30,459.0,dist_3,Time Series,prophet,3
2007-05-31,481.0,dist_3,Time Series,prophet,3
2007-06-30,401.0,dist_3,Time Series,prophet,3
2007-07-31,539.0,dist_3,Time Series,prophet,3
2007-08-31,418.0,dist_3,Time Series,prophet,3
2007-09-30,398.0,dist_3,Time Series,prophet,3
2007-10-31,426.0,dist_3,Time Series,prophet,3
2007-11-30,358.0,dist_3,Time Series,prophet,3
2007-12-31,336.0,dist_3,Time Series,prophet,3
2008-01-31,410.0,dist_3,Time Series,prophet,3
2008-02-29,361.0,dist_3,Time Series,prophet,3
2008-03-31,454.0,dist_3,Time Series,prophet,3
2008-04-30,415.0,dist_3,Time Series,prophet,3
2008-05-31,477.0,dist_3,Time Series,prophet,3
2008-06-30,486.0,dist_3,Time Series,prophet,3
2008-07-31,519.0,dist_3,Time Series,prophet,3
2008-08-31,437.0,dist_3,Time Series,prophet,3
2008-09-30,393.0,dist_3,Time Series,prophet,3
2008-10-31,427.0,dist_3,Time Series,prophet,3
2008-11-30,334.0,dist_3,Time Series,prophet,3
2008-12-31,348.0,dist_3,Time Series,prophet,3
2009-01-31,279.0,dist_3,Time Series,prophet,3
2009-02-28,343.0,dist_3,Time Series,prophet,3
2009-03-31,387.0,dist_3,Time Series,prophet,3
2009-04-30,381.0,dist_3,Time Series,prophet,3
2009-05-31,383.0,dist_3,Time Series,prophet,3
2009-06-30,517.0,dist_3,Time Series,prophet,3
2009-07-31,493.0,dist_3,Time Series,prophet,3
2009-08-31,465.0,dist_3,Time Series,prophet,3
2009-09-30,423.0,dist_3,Time Series,prophet,3
2009-10-31,327.0,dist_3,Time Series,prophet,3
2009-11-30,314.0,dist_3,Time Series,prophet,3
2009-12-31,256.0,dist_3,Time Series,prophet,3
2010-01-31,264.0,dist_3,Time Series,prophet,3
2010-02-28,186.0,dist_3,Time Series,prophet,3
2010-03-31,675.0,dist_3,Time Series,prophet,3
2010-04-30,867.0,dist_3,Time Series,prophet,3
2010-05-31,913.0,dist_3,Time Series,prophet,3
2010-06-30,931.0,dist_3,Time Series,prophet,3
2010-07-31,976.0,dist_3,Time Series,prophet,3
2010-08-31,1055.0,dist_3,Time Series,prophet,3
2010-09-30,972.0,dist_3,Time Series,prophet,3
2010-10-31,994.0,dist_3,Time Series,prophet,3
2010-11-30,934.0,dist_3,Time Series,prophet,3
2010-12-31,770.0,dist_3,Time Series,prophet,3
2011-01-31,768.0,dist_3,Time Series,prophet,3
2011-02-28,715.0,dist_3,Time Series,prophet,3
2011-03-31,859.0,dist_3,Time Series,prophet,3
2011-04-30,914.0,dist_3,Time Series,prophet,3
2011-05-31,1027.0,dist_3,Time Series,prophet,3
2011-06-30,1078.0,dist_3,Time Series,prophet,3
2011-07-31,1037.0,dist_3,Time Series,prophet,3
2011-08-31,1002.0,dist_3,Time Series,prophet,3
2011-09-30,930.0,dist_3,Time Series,prophet,3
2011-10-31,812.0,dist_3,Time Series,prophet,3
2011-11-30,779.0,dist_3,Time Series,prophet,3
2011-12-31,770.0,dist_3,Time Series,prophet,3
2012-01-31,685.0,dist_3,Time Series,prophet,3
2012-02-29,763.0,dist_3,Time Series,prophet,3
2012-03-31,969.0,dist_3,Time Series,prophet,3
2012-04-30,962.0,dist_3,Time Series,prophet,3
2012-05-31,953.0,dist_3,Time Series,prophet,3
2012-06-30,869.0,dist_3,Time Series,prophet,3
2012-07-31,837.0,dist_3,Time Series,prophet,3
2012-08-31,945.0,dist_3,Time Series,prophet,3
2012-09-30,795.0,dist_3,Time Series,prophet,3
2012-10-31,779.0,dist_3,Time Series,prophet,3
2012-11-30,722.0,dist_3,Time Series,prophet,3
2012-12-31,682.0,dist_3,Time Series,prophet,3
2013-01-31,666.0,dist_3,Time Series,prophet,3
2013-02-28,581.0,dist_3,Time Series,prophet,3
2013-03-31,660.0,dist_3,Time Series,prophet,3
2013-04-30,799.0,dist_3,Time Series,prophet,3
2013-05-31,857.0,dist_3,Time Series,prophet,3
2013-06-30,889.0,dist_3,Time Series,prophet,3
2013-07-31,855.0,dist_3,Time Series,prophet,3
2013-08-31,821.0,dist_3,Time Series,prophet,3
2013-09-30,748.0,dist_3,Time Series,prophet,3
2013-10-31,864.0,dist_3,Time Series,prophet,3
2013-11-30,652.0,dist_3,Time Series,prophet,3
2013-12-31,681.0,dist_3,Time Series,prophet,3
2014-01-31,527.0,dist_3,Time Series,prophet,3
2014-02-28,515.0,dist_3,Time Series,prophet,3
2014-03-31,642.0,dist_3,Time Series,prophet,3
2014-04-30,741.0,dist_3,Time Series,prophet,3
2014-05-31,855.0,dist_3,Time Series,prophet,3
2014-06-30,751.0,dist_3,Time Series,prophet,3
2014-07-31,743.0,dist_3,Time Series,prophet,3
2014-08-31,752.0,dist_3,Time Series,prophet,3
2014-09-30,761.0,dist_3,Time Series,prophet,3
2014-10-31,785.0,dist_3,Time Series,prophet,3
2014-11-30,636.0,dist_3,Time Series,prophet,3
2014-12-31,695.0,dist_3,Time Series,prophet,3
2015-01-31,617.0,dist_3,Time Series,prophet,3
2015-02-28,498.0,dist_3,Time Series,prophet,3
2015-03-31,622.0,dist_3,Time Series,prophet,3
2015-04-30,741.0,dist_3,Time Series,prophet,3
2015-05-31,753.0,dist_3,Time Series,prophet,3
2015-06-30,781.0,dist_3,Time Series,prophet,3
2015-07-31,786.0,dist_3,Time Series,prophet,3
2015-08-31,745.0,dist_3,Time Series,prophet,3
2015-09-30,706.0,dist_3,Time Series,prophet,3
2015-10-31,645.0,dist_3,Time Series,prophet,3
2015-11-30,614.0,dist_3,Time Series,prophet,3
2015-12-31,596.0,dist_3,Time Series,prophet,3
2016-01-31,515.0,dist_3,Time Series,prophet,3
2016-02-29,524.0,dist_3,Time Series,prophet,3
2016-03-31,615.0,dist_3,Time Series,prophet,3
2016-04-30,622.0,dist_3,Time Series,prophet,3
2016-05-31,626.0,dist_3,Time Series,prophet,3
2016-06-30,674.0,dist_3,Time Series,prophet,3
2016-07-31,605.0,dist_3,Time Series,prophet,3
2016-08-31,680.0,dist_3,Time Series,prophet,3
2016-09-30,653.0,dist_3,Time Series,prophet,3
2016-10-31,640.0,dist_3,Time Series,prophet,3
2016-11-30,583.0,dist_3,Time Series,prophet,3
2016-12-31,563.0,dist_3,Time Series,prophet,3
2017-01-31,620.0,dist_3,Time Series,prophet,3
2017-02-28,544.0,dist_3,Time Series,prophet,3
2017-03-31,565.0,dist_3,Time Series,prophet,3
2017-04-30,615.0,dist_3,Time Series,prophet,3
2017-05-31,666.0,dist_3,Time Series,prophet,3
2017-06-30,699.0,dist_3,Time Series,prophet,3
2017-07-31,696.0,dist_3,Time Series,prophet,3
2017-08-31,659.0,dist_3,Time Series,prophet,3
2017-09-30,663.0,dist_3,Time Series,prophet,3
2017-10-31,630.0,dist_3,Time Series,prophet,3
2017-11-30,586.0,dist_3,Time Series,prophet,3
2017-12-31,518.0,dist_3,Time Series,prophet,3
2018-01-31,524.0,dist_3,Time Series,prophet,3
2018-02-28,485.0,dist_3,Time Series,prophet,3
2018-03-31,463.0,dist_3,Time Series,prophet,3
2018-04-30,559.0,dist_3,Time Series,prophet,3
2018-05-31,624.0,dist_3,Time Series,prophet,3
2018-06-30,656.0,dist_3,Time Series,prophet,3
2018-07-31,636.0,dist_3,Time Series,prophet,3
2018-08-31,684.0,dist_3,Time Series,prophet,3
2018-09-30,613.0,dist_3,Time Series,prophet,3
2018-10-31,613.0,dist_3,Time Series,prophet,3
2018-11-30,548.0,dist_3,Time Series,prophet,3
2018-12-31,561.0,dist_3,Time Series,prophet,3
2019-01-31,586.0,dist_3,Time Series,prophet,3
2019-02-28,493.0,dist_3,Time Series,prophet,3
2019-03-31,529.0,dist_3,Time Series,prophet,3
2019-04-30,561.0,dist_3,Time Series,prophet,3
2006-01-31,290.0,dist_5,Time Series,prophet,5
2006-02-28,283.0,dist_5,Time Series,prophet,5
2006-03-31,257.0,dist_5,Time Series,prophet,5
2006-04-30,282.0,dist_5,Time Series,prophet,5
2006-05-31,259.0,dist_5,Time Series,prophet,5
2006-06-30,327.0,dist_5,Time Series,prophet,5
2006-07-31,350.0,dist_5,Time Series,prophet,5
